O*NET-SOC Code,Title,Task ID,Task,Task Type,Incumbents Responding,Date,Domain Source,use_computer,use_computer_strict,frequency_category1_value,frequency_category2_value,frequency_category3_value,frequency_category4_value,frequency_category5_value,frequency_category6_value,frequency_category7_value,frequency_category,within_scope,within_scope_output
13-2011.00,Accountants and Auditors,21534,"Review data about material assets, net worth, liabilities, capital stock, surplus, income, or expenditures.",,,11/2020,Analyst,TRUE,TRUE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
13-2022.00,Appraisers of Personal and Business Property,21535,"Calculate the value of property based on comparisons to recent sales, estimated cost to reproduce, and anticipated property income streams.",,,11/2020,Analyst,TRUE,TRUE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
13-2022.00,Appraisers of Personal and Business Property,21536,Create and maintain a database of completed appraisals.,,,11/2020,Analyst,TRUE,TRUE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
13-2022.00,Appraisers of Personal and Business Property,21537,"Determine the appropriate type of valuation to make, such as fair market, replacement, or liquidation, based on the needs of the property owner.",,,11/2020,Analyst,FALSE,FALSE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
13-2022.00,Appraisers of Personal and Business Property,21538,"Document physical characteristics of property such as measurements, quality, and design.",,,11/2020,Analyst,FALSE,FALSE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
13-2022.00,Appraisers of Personal and Business Property,21539,Forecast the value of property.,,,11/2020,Analyst,TRUE,FALSE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
13-2022.00,Appraisers of Personal and Business Property,21540,Inspect personal or business property.,,,11/2020,Analyst,FALSE,FALSE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
13-2022.00,Appraisers of Personal and Business Property,21541,"Locate and record data on sales of comparable property using specialized software, internet searches, or personal records.",,,11/2020,Analyst,TRUE,TRUE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
13-2022.00,Appraisers of Personal and Business Property,21542,Recommend loan amounts based on the value of property being used as collateral.,,,11/2020,Analyst,TRUE,TRUE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
13-2022.00,Appraisers of Personal and Business Property,21543,Take photographs of property.,,,11/2020,Analyst,FALSE,FALSE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
13-2022.00,Appraisers of Personal and Business Property,21544,Testify in court as to the value of a piece of tangible property.,,,11/2020,Analyst,FALSE,FALSE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
13-2022.00,Appraisers of Personal and Business Property,21545,"Update appraisals when property has been improved, damaged, or has otherwise changed.",,,11/2020,Analyst,TRUE,FALSE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
13-2022.00,Appraisers of Personal and Business Property,21546,Verify that property matches legal descriptions or certifications.,,,11/2020,Analyst,TRUE,FALSE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
13-2022.00,Appraisers of Personal and Business Property,21547,"Write and submit appraisal reports for property, such as jewelry, art, antiques, collectibles, and equipment.",,,11/2020,Analyst,TRUE,TRUE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
13-2022.00,Appraisers of Personal and Business Property,21548,Write descriptions of the property being appraised.,,,11/2020,Analyst,TRUE,TRUE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
13-2023.00,Appraisers and Assessors of Real Estate,21549,"Compute final estimation of property values, taking into account such factors as depreciation, replacement costs, value comparisons of similar properties, and income potential.",Core,,11/2020,Analyst - Transition,TRUE,TRUE,0,5,0,20,60,15,0,5,TRUE,"Yes.
A detailed appraisal report that includes the final estimated property value, along with supporting data and analysis."
13-2023.00,Appraisers and Assessors of Real Estate,21550,"Prepare written reports that estimate property values, outline methods by which the estimations were made, and meet appraisal standards.",Core,,11/2020,Analyst - Transition,TRUE,TRUE,0,0,10,40,35,15,0,4,TRUE,"Yes.
A written report that estimates property values, outlines the methods used for the estimations, and ensures compliance with appraisal standards."
13-2023.00,Appraisers and Assessors of Real Estate,21551,Inspect new construction and major improvements to existing structures to determine values.,Core,,11/2020,Analyst - Transition,FALSE,FALSE,1.21,11.37,22.87,20.06,21.26,7.99,15.24,3,N/A,N/A
13-2023.00,Appraisers and Assessors of Real Estate,21552,Collect and analyze relevant data to identify real estate market trends.,Core,,11/2020,Analyst - Transition,TRUE,TRUE,0,0,20,35,35,10,0,4,TRUE,"Yes.
A report summarizing the identified real estate market trends and supporting data."
13-2023.00,Appraisers and Assessors of Real Estate,21553,"Prepare and maintain current data on each parcel assessed, including maps of boundaries, inventories of land and structures, property characteristics, and any applicable exemptions.",Core,,11/2020,Analyst - Transition,TRUE,TRUE,5.64,7.93,8.02,12.11,40.19,16.67,9.45,5,TRUE,"Yes.
The final text-based outcome is a detailed report or database entry that includes maps, inventories, property characteristics, and applicable exemptions for each assessed parcel."
13-2023.00,Appraisers and Assessors of Real Estate,21554,Explain assessed values to property owners and defend appealed assessments at public hearings.,Core,,11/2020,Analyst - Transition,FALSE,FALSE,10.07,22.49,15.85,32.74,8.5,3.75,6.61,4,N/A,N/A
13-2023.00,Appraisers and Assessors of Real Estate,21555,Identify the ownership of each piece of taxable property.,Core,,11/2020,Analyst - Transition,TRUE,TRUE,3.61,6.79,16.07,18.36,18.35,23.35,13.48,6,TRUE,"Yes.
A report or document detailing the ownership information of each piece of taxable property."
13-2023.00,Appraisers and Assessors of Real Estate,21556,"Inspect properties, considering factors such as market value, location, and building or replacement costs to determine appraisal value.",Core,,11/2020,Analyst - Transition,FALSE,FALSE,1.07,14.51,9.97,19.22,24.69,13.7,16.84,5,N/A,N/A
13-2023.00,Appraisers and Assessors of Real Estate,21557,Complete and maintain assessment rolls that show the assessed values and status of all property in a municipality.,Core,,11/2020,Analyst - Transition,TRUE,TRUE,12.66,17.25,13.36,2.39,28.31,7.24,18.79,5,TRUE,"Yes.
The final text-based outcome is an assessment roll document that lists the assessed values and status of all properties within a municipality."
13-2023.00,Appraisers and Assessors of Real Estate,21558,"Review information about transfers of property to ensure its accuracy, checking basic information on buyers, sellers, and sales prices and making corrections as necessary.",Core,,11/2020,Analyst - Transition,TRUE,TRUE,6.71,14.71,18.99,15.69,32.51,0,11.39,5,TRUE,"Yes.
The final text-based outcome is a corrected and verified document or report detailing the accurate information about property transfers, including buyers, sellers, and sales prices."
13-2023.00,Appraisers and Assessors of Real Estate,21559,Explain real and personal property taxes to property owners.,Core,,11/2020,Analyst - Transition,FALSE,FALSE,1.84,3.03,13.82,32.72,14.06,28.45,6.07,4,N/A,N/A
13-2023.00,Appraisers and Assessors of Real Estate,21560,Conduct regular reviews of property within jurisdictions to determine changes in property due to construction or demolition.,Core,,11/2020,Analyst - Transition,FALSE,FALSE,5.14,18.49,26.96,20.64,19.31,2.85,6.61,3,N/A,N/A
13-2023.00,Appraisers and Assessors of Real Estate,21561,Establish uniform and equitable systems for assessing all classes and kinds of property.,Core,,11/2020,Analyst - Transition,FALSE,FALSE,12.19,28.33,7.95,13.08,23.81,8.47,6.16,2,N/A,N/A
13-2023.00,Appraisers and Assessors of Real Estate,21562,Examine income records and operating costs of income properties.,Core,,11/2020,Analyst - Transition,TRUE,TRUE,0,15.79,21.05,47.37,15.79,0,0,4,TRUE,"Yes.
A detailed report summarizing the income records and operating costs of the income properties."
13-2023.00,Appraisers and Assessors of Real Estate,21563,"Evaluate land and neighborhoods where properties are situated, considering locations and trends or impending changes that could influence future values.",Core,,11/2020,Analyst - Transition,FALSE,FALSE,5,5,15,30,35,10,0,5,N/A,N/A
13-2023.00,Appraisers and Assessors of Real Estate,21564,Maintain familiarity with aspects of local real estate markets.,Core,,11/2020,Analyst - Transition,TRUE,FALSE,5.5,4.24,10.09,19.61,52.86,3.42,4.28,5,N/A,N/A
13-2023.00,Appraisers and Assessors of Real Estate,21565,"Search public records for transactions such as sales, leases, and assessments.",Core,,11/2020,Analyst - Transition,TRUE,TRUE,0,5,10,45,35,5,0,4,TRUE,"Yes.
The final text-based outcome is a detailed report or document summarizing the findings from the public records search, including relevant sales, leases, and assessment data."
13-2023.00,Appraisers and Assessors of Real Estate,21566,Check building codes and zoning bylaws to determine any effects on the properties being appraised.,Core,,11/2020,Analyst - Transition,TRUE,TRUE,0,5,20,30,45,0,0,5,TRUE,"Yes.
The final text-based outcome is a report detailing how building codes and zoning bylaws impact the value and usability of the properties being appraised."
13-2023.00,Appraisers and Assessors of Real Estate,21567,Verify legal descriptions of properties by comparing them to county records.,Core,,11/2020,Analyst - Transition,TRUE,TRUE,10,0,20,30,40,0,0,5,TRUE,"Yes.
The final text-based outcome is a verification report or document that confirms the accuracy of the legal descriptions of properties as compared to county records."
13-2023.00,Appraisers and Assessors of Real Estate,21568,"Interview persons familiar with properties and immediate surroundings, such as contractors, home owners, and realtors, to obtain pertinent information.",Core,,11/2020,Analyst - Transition,FALSE,FALSE,0,5,40,20,30,5,0,3,N/A,N/A
13-2023.00,Appraisers and Assessors of Real Estate,21569,"Photograph interiors and exteriors of properties to assist in estimating property value, substantiate findings, and complete appraisal reports.",Core,,11/2020,Analyst - Transition,FALSE,FALSE,0,0,15,40,30,15,0,4,N/A,N/A
13-2023.00,Appraisers and Assessors of Real Estate,21570,Obtain county land values and sales information about nearby properties to aid in establishment of property values.,Core,,11/2020,Analyst - Transition,TRUE,TRUE,0,5,25,35,30,5,0,4,TRUE,"Yes.
A report or document summarizing county land values and sales information about nearby properties to aid in the establishment of property values."
13-2023.00,Appraisers and Assessors of Real Estate,21571,"Examine the type and location of nearby services, such as shopping centers, schools, parks, and other neighborhood features, to evaluate their impact on property values.",Core,,11/2020,Analyst - Transition,FALSE,FALSE,5,0,20,30,45,0,0,5,N/A,N/A
13-2023.00,Appraisers and Assessors of Real Estate,21572,"Estimate building replacement costs, using building valuation manuals and professional cost estimators.",Core,,11/2020,Analyst - Transition,TRUE,TRUE,0,15,15,35,35,0,0,4,TRUE,"Yes.
A detailed report outlining the estimated building replacement costs based on building valuation manuals and professional cost estimators."
13-2023.00,Appraisers and Assessors of Real Estate,21573,Draw land diagrams to be used in appraisal reports to support findings.,Core,,11/2020,Analyst - Transition,TRUE,TRUE,13.33,6.67,20,33.33,26.67,0,0,4,TRUE,"Yes.
The final text-based outcome is a detailed appraisal report that includes land diagrams to support the appraiser's findings."
13-2023.00,Appraisers and Assessors of Real Estate,21574,Testify in court as to the value of a piece of real estate property.,Core,,11/2020,Analyst - Transition,FALSE,FALSE,42.86,57.14,0,0,0,0,0,2,N/A,N/A
13-2023.00,Appraisers and Assessors of Real Estate,21575,Calculate tax bills for properties by multiplying assessed values by jurisdiction tax rates.,Supplemental,,11/2020,Analyst - Transition,TRUE,TRUE,7.43,11.58,11.68,23.75,28.48,9.89,7.19,5,N/A,N/A
13-2023.00,Appraisers and Assessors of Real Estate,21576,Approve applications for property tax exemptions or deductions.,Supplemental,,11/2020,Analyst - Transition,TRUE,FALSE,8.9,20.3,13.55,13.51,14.49,11.64,17.6,2,N/A,N/A
13-2023.00,Appraisers and Assessors of Real Estate,21577,"Analyze trends in sales prices, construction costs, and rents, to assess property values or determine the accuracy of assessments.",Supplemental,,11/2020,Analyst - Transition,TRUE,TRUE,7.29,24.3,25.31,14.29,20.98,0,7.83,3,N/A,N/A
13-2023.00,Appraisers and Assessors of Real Estate,21578,"Determine taxability of properties, using methods such as field inspection, structural measurement, calculation, sales analysis, market trend studies, and income and expense analysis.",,,11/2020,Analyst,FALSE,FALSE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
13-2031.00,Budget Analysts,3399,Summarize budgets and submit recommendations for the approval or disapproval of funds requests.,Core,112,07/2016,Incumbent,TRUE,TRUE,6.74,24.9,19.19,16.93,10.31,14.31,7.6,2,TRUE,"Yes.
A report summarizing the budget and providing recommendations for the approval or disapproval of funds requests."
13-2031.00,Budget Analysts,3394,Analyze monthly department budgeting and accounting reports to maintain expenditure controls.,Core,112,07/2016,Incumbent,TRUE,TRUE,0,9.62,43.65,16.04,20.69,6.84,3.16,3,TRUE,"Yes.
A detailed report summarizing the analysis of monthly department budgeting and accounting reports, highlighting expenditure controls and any variances."
13-2031.00,Budget Analysts,3402,"Examine budget estimates for completeness, accuracy, and conformance with procedures and regulations.",Core,112,07/2016,Incumbent,TRUE,TRUE,3.29,12.42,28.01,18.81,15.83,11.82,9.82,3,TRUE,"Yes.
A detailed report or document summarizing the findings on the completeness, accuracy, and conformance of budget estimates with procedures and regulations."
13-2031.00,Budget Analysts,3395,Direct the preparation of regular and special budget reports.,Core,112,07/2016,Incumbent,TRUE,TRUE,8.19,24.94,29.16,10.84,20.78,1.12,4.97,3,TRUE,"Yes.
The final text-based outcome is a detailed budget report that outlines financial performance, projections, and recommendations."
13-2031.00,Budget Analysts,3398,"Provide advice and technical assistance with cost analysis, fiscal allocation, and budget preparation.",Core,112,07/2016,Incumbent,TRUE,TRUE,0.47,21.65,26,14.4,22.97,10.1,4.41,3,TRUE,"Yes.
Final text-based outcome: A detailed report or document outlining cost analysis, fiscal allocation recommendations, and budget preparation guidelines."
13-2031.00,Budget Analysts,3405,Compile and analyze accounting records and other data to determine the financial resources required to implement a program.,Core,112,07/2016,Incumbent,TRUE,TRUE,4.59,14.19,30.1,9.53,24.18,9.67,7.73,3,TRUE,"Yes.
A detailed financial report outlining the required resources and budgetary allocations for the program."
